"efo_id","disease_full_name","number_of_associations"
"EFO_0009614","clavicle fracture",39
"MONDO_0002720","sella turcica neoplasm",1219
"Orphanet_140436","Primary intraosseous vascular malformation",30
"EFO_0009913","ossifying fibroma of the jaw",8
"EFO_0004259","osteonecrosis",1877
"Orphanet_1824","Lowry-Wood syndrome",1
"Orphanet_93324","Autosomal recessive Kenny-Caffey syndrome",130
"Orphanet_1506","Thin ribs - tubular bones - dysmorphism",0
"Orphanet_251290","Parietal foramina with cleidocranial dysplasia",32
"Orphanet_436","Hypophosphatasia",258
"Orphanet_2781","Osteopetrosis",645
"Orphanet_93443","Neonatal osteosclerotic dysplasia",182
"Orphanet_94063","12q14 microdeletion syndrome",8
"Orphanet_1328","Camurati-Engelmann disease",27
"Orphanet_2619","Brachydactylous dwarfism, Mseleni type",0
"Orphanet_93283","Spondyloepiphyseal dysplasia, Kimberley type",7
"Orphanet_2646","Parastremmatic dwarfism",173
"Orphanet_2776","Autosomal recessive distal osteolysis syndrome",23
"Orphanet_93317","Spondylometaphyseal dysplasia, Sedaghatian type",20
"Orphanet_401979","Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type",18
"Orphanet_1293","Brachyolmia",41
"Orphanet_93304","Autosomal dominant brachyolmia",7
"Orphanet_950","Acrodysostosis",127
"Orphanet_93474","Scheie syndrome",18
"Orphanet_93476","Hurler-Scheie syndrome",31
"Orphanet_79271","Sanfilippo syndrome type C",22
"Orphanet_85164","Camptodactyly - tall stature - scoliosis - hearing loss",3
"Orphanet_329191","Tall stature - scoliosis - macrodactyly of the great toes",403
"Orphanet_295018","Congenital pseudoarthrosis of the tibia",5
"Orphanet_295075","Ulnar hemimelia, unilateral",0
"Orphanet_295081","Fibular hemimelia, unilateral",0
"Orphanet_295083","Fibular hemimelia, bilateral",0
"Orphanet_295099","Congenital absence of both lower leg and foot, bilateral",0
"Orphanet_294994","Split foot",19
"Orphanet_353284","Rubinstein-Taybi syndrome due to EP300 haploinsufficiency",52
"Orphanet_1131","X-linked mandibulofacial dysostosis",13
"Orphanet_93397","Brachydactyly type A7",0
"Orphanet_2947","Triphalangeal thumbs - brachyectrodactyly",10
"Orphanet_672","Pallister-Hall syndrome",38
"Orphanet_3328","Absent tibia - polydactyly - arachnoid cyst",2
"MONDO_0000722","non-syndromic synpolydactyly",31
"Orphanet_295146","Polydactyly of a biphalangeal thumb, bilateral",0
"Orphanet_295004","Central polydactyly of fingers",3
"Orphanet_2749","Oromandibular-limb hypogenesis syndrome",18
"Orphanet_2329","Karsch-Neugebauer syndrome",10
"Orphanet_2879","Phocomelia, Schinzel type",12
"Orphanet_93260","Pfeiffer syndrome type 3",1
"Orphanet_295140","Hyperphalangy, unilateral",0
"Orphanet_93404","Syndactyly type 3",31
"Orphanet_295189","Zygodactyly type 2",0
"HP_0010554","Cutaneous finger syndactyly",1
"Orphanet_295219","Radio-ulnar synostosis, bilateral",0
"Orphanet_2343","Isolated cloverleaf skull syndrome",65
"Orphanet_391474","Frontorhiny",15
"MONDO_0000844","spondyloepimetaphyseal dysplasia",337
"MONDO_0000138","metaphyseal chondrodysplasia (disease)",77
"MONDO_0001414","osteopoikilosis (disease)",189
"EFO_0005583","rickets",441
"MONDO_0024299","vitamin D-dependent rickets",68
"EFO_1000220","Disseminated Peritoneal Leiomyomatosis",76
"MONDO_0036688","rhabdomyoma",21
"EFO_0004229","Dupuytren Contracture",458
"Orphanet_98912","Late-onset distal myopathy, Markesbery-Griggs type",38
"MONDO_0018779","hypercontractile muscle stiffness syndrome",75
"Orphanet_97245","Congenital myopathy",1383
"Orphanet_99741","King-Denborough syndrome",134
"Orphanet_171436","Typical nemaline myopathy",0
"Orphanet_614","Thomsen and Becker disease",48
"Orphanet_228305","Carnitine palmitoyl transferase II deficiency, severe infantile form",68
"Orphanet_165","Neutral lipid storage disease",211
"Orphanet_330054","Congenital cataract - progressive muscular hypotonia - hearing loss - developmental delay",46
"Orphanet_255235","Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",136
"Orphanet_1186","Infantile onset spinocerebellar ataxia",16
"Orphanet_368","Glycogen storage disease due to muscle glycogen phosphorylase deficiency",37
"Orphanet_79240","Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency",41
"MONDO_0002848","skeletal muscle neoplasm",1137
"Orphanet_270","Oculopharyngeal muscular dystrophy",144
"Orphanet_612","Potassium-aggravated myotonia",426
"MONDO_0000172","muscular dystrophy-dystroglycanopathy, type B",7
"MONDO_0011688","muscular dystrophy-dystroglycanopathy type B5",7
"Orphanet_97244","Rigid spine syndrome",66
"Orphanet_98897","Oculopharyngodistal myopathy",6
"Orphanet_62","Autosomal recessive limb-girdle muscular dystrophy type 2D",133
"Orphanet_34514","Autosomal recessive limb-girdle muscular dystrophy type 2G",96
"Orphanet_98495","Genetic neuromuscular junction disease",1349
"Orphanet_98913","Postsynaptic congenital myasthenic syndromes",416
"Orphanet_209027","Qualitative or quantitative defects of protein glycosyltransferase-like",0
"Orphanet_209033","Qualitative or quantitative defects of protein O-mannosyltransferase 2",264
"Orphanet_48431","Congenital cataracts - facial dysmorphism - neuropathy",208
"Orphanet_369867","Autosomal recessive intermediate Charcot-Marie-Tooth disease type C",143
"Orphanet_99943","Autosomal dominant Charcot-Marie-Tooth disease type 2J",121
"Orphanet_228374","Severe early-onset axonal neuropathy due to NEFL deficiency",0
"Orphanet_300319","Autosomal dominant Charcot-Marie-Tooth disease type 2P",143
"MONDO_0009669","Werdnig-Hoffmann disease",436
"Orphanet_207012","Spinal muscular atrophy associated with central nervous system anomaly",316
"HP_0003756","Skeletal myopathy",90
"Orphanet_2072","Gaucher disease - ophthalmoplegia - cardiovascular calcification",15
"Orphanet_116","Beckwith-Wiedemann syndrome",114
"Orphanet_369913","Combined oxidative phosphorylation defect type 17",70
"Orphanet_217581","Lysosomal disease with hypertrophic cardiomyopathy",393
"Orphanet_1154","Arthrogryposis with oculomotor limitation and electroretinal anomalies",105
"MONDO_0004603","collagenopathy",566
"EFO_0008507","interstitial cystitis",141
"Orphanet_397618","Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome",11
"Orphanet_209943","IRVAN syndrome",0
"Orphanet_75373","Progressive bifocal chorioretinal atrophy",14
"Orphanet_1574","Retinal degeneration - nanophthalmos - glaucoma",1
"Orphanet_2235","Hypogonadotropic hypogonadism - retinitis pigmentosa",0
"EFO_0009021","Bardet-Biedl syndrome 1",9
"EFO_0009024","Bardet-Biedl syndrome 4",4
"Orphanet_90324","Cockayne syndrome type 3",30
"Orphanet_227786","Familial flecked retinopathy",266
"Orphanet_41751","Bietti crystalline dystrophy",58
"Orphanet_75377","Central areolar choroidal dystrophy",61
"Orphanet_213","Cystinosis",97
"Orphanet_314632","Parkinsonism due to ATP13A2 deficiency",55
"Orphanet_228343","CLN4B disease",29
"EFO_0009135","leigh syndrome due to mitochondrial complex iv deficiency",3
"EFO_0002424","fibroma",1242
"EFO_1000301","Inclusion Body Fibromatosis",5
"EFO_1001192","struma ovarii",17
"EFO_1001111","placental site trophoblastic tumor",43
"EFO_0004986","embryonal carcinoma",607
"EFO_0005699","desmoplastic medulloblastoma",33
"Orphanet_231108","Familial rhabdoid tumor",50
"EFO_1000242","Endometrial Undifferentiated Carcinoma",62
"EFO_1000595","Thyroid Gland Undifferentiated (Anaplastic) Carcinoma",560
"EFO_0008502","gastric non-cardia carcinoma",282
"EFO_0000504","gastric intestinal type adenocarcinoma",524
"MONDO_0021335","carcinoma of duodenum",476
"EFO_1000998","jejunal cancer",5
"EFO_1000020","cecum adenocarcinoma",672
"EFO_1000088","Appendix Adenocarcinoma",105
"MONDO_0002120","neuroendocrine carcinoma",4520
"Orphanet_99361","Familial medullary thyroid carcinoma",31
"EFO_1000171","Cervical Small Cell Carcinoma",96
"EFO_1000129","Bladder Small Cell Neuroendocrine Carcinoma",27
"EFO_1001083","papillary follicular thyroid adenocarcinoma",36
"EFO_0000205","stage I endometrioid carcinoma",2
"MONDO_0021652","diffuse type adenocarcinoma",403
"MONDO_0041447","metastatic malignant neoplasm in the colon",0
"Orphanet_398934","Malignant epithelial tumor of ovary",5879
"MONDO_0005232","large cell carcinoma",1066
"MONDO_0004338","retinal cell cancer",1513
"EFO_0002500","anaplastic oligoastrocytoma",91
"MONDO_0016718","choroid plexus carcinoma",30
"EFO_0000632","oligodendroglioma",2074
"EFO_0002501","anaplastic oligodendroglioma",352
"MONDO_0023113","familial colorectal cancer",95
"MONDO_0037003","malignant phyllodes tumor",31
"EFO_0000595","monophasic synovial sarcoma",42
"MONDO_0002927","spindle cell sarcoma",107
"EFO_0005561","histiocytoma",532
"EFO_0003967","vascular sarcoma",1016
"MONDO_0020633","anaplastic cancer",994
"MONDO_0016749","tumor of cranial and spinal nerves",553
"MONDO_0016743","tumor of meninges",164
"EFO_1000159","Cerebellar Liponeurocytoma",3
"EFO_1000979","hypothalamic neoplasm",1176
"MONDO_0021637","low grade glioma",1734
"MONDO_0016717","choroid plexus neoplasm",78
"EFO_0000239","adrenal gland pheochromocytoma",1071
"EFO_1000288","Head and Neck Paraganglioma",39
"EFO_0000588","mesothelioma",1274
"MONDO_0017166","rare tumor of salivary glands",96
"EFO_1001853","submandibular gland neoplasm",21
"MONDO_0024276","glandular cell neoplasm",11459
"EFO_1000089","Appendix Adenoma",1
"EFO_1000123","Bile Duct Adenoma",37
"MONDO_0021303","adenoma of small intestine",13
"MONDO_0015078","gastroenteropancreatic neuroendocrine neoplasm",1474
"MONDO_0003111","gastric neuroendocrine neoplasm",69
"EFO_1000376","Microcystic Meningioma",6
"EFO_1001971","thyroid gland sarcoma",2
"EFO_1000420","Ovarian Gonadoblastoma",0
"MONDO_0021360","tumor of parathyroid gland",619
"EFO_0007834","liver dysplastic nodule",4
"EFO_1000322","Liver Cavernous Hemangioma",3
"EFO_1001256","ACTH Syndrome, Ectopic",5
"EFO_1000798","adrenal rest tumor",1
"EFO_0004230","endometrial neoplasm",2711
"MONDO_0021218","placenta neoplasm",328
"MONDO_0021254","corpus uteri neoplasm",1237
"EFO_0000662","polyp",2801
"Orphanet_329971","Generalized juvenile polyposis/juvenile polyposis coli",8
"Orphanet_79076","Juvenile polyposis of infancy",8
"MONDO_0003342","benign perivascular tumor",41
"EFO_1000148","Calcifying Fibrous Tumor",43
"EFO_1000289","Hemangiopericytic Neoplasm",0
"Orphanet_140162","Inherited cancer-predisposing syndrome",7072
"EFO_1000076","Adrenal Medullary Hyperplasia",7
"MONDO_0021074","precancerous condition",3306
"HP_0000997","Axillary freckling",3
"EFO_0004567","antipsychotic drug related weight gain",2
"EFO_0002503","cardiac hypertrophy",1576
"HP_0010307","Stridor",30
"HP_0010609","skin tags",22
"HP_0011368","epidermal thickening",90
"HP_0000294","Low anterior hairline",4
"HP_0010813","Abnormal number of hair whorls",0
"HP_0000964","Eczema",2150
"HP_0002165","Pterygium of nails",1
"HP_0000400","Macrotia",1
"HP_0001776","Bilateral talipes equinovarus",2
"HP_0001172","Abnormal thumb morphology",6
"HP_0001385","Hip dysplasia",36
"HP_0009824","Upper limb undergrowth",69
"HP_0002857","Genu valgum",12
"HP_0001876","Pancytopenia",298
"HP_0100727","Histiocytosis",158
"HP_0003108","Hyperglycinuria",5
"HP_0003124","hypercholesterolemia",1816
"HP_0000833","Glucose intolerance",1098
"EFO_0006856","leucine-induced hypoglycemia",608
"HP_0010931","Abnormality of sodium homeostasis",269
"HP_0030096","Abnormal muscle fiber dystrophin expression",1
"HP_0011924","Decreased activity of mitochondrial complex III",0
"HP_0011923","Decreased activity of mitochondrial complex I",1
"HP_0002901","Hypocalcemia",294
"HP_0012595","Mild proteinuria",46
"HP_0012594","Microalbuminuria",554
"HP_0011277","abnormality of the urinary system physiology",622
"HP_0100880","Nephrogenic rest",28
"HP_0003549","Abnormality of connective tissue",1807
"HP_0009124","Abnormality of adipose tissue",78
"HP_0000023","Inguinal hernia",586
"HP_0010314","Premature thelarche",19
"HP_0100256","senile plaques",334
"HP_0011198","EEG with generalized epileptiform discharges",1
"HP_0002141","Gait imbalance",8
"HP_0025382","Hypodipsia",12
"HP_0000733","Stereotypy",173
"HP_0100023","Recurrent hand flapping",0
"HP_0031987","Diminished ability to concentrate",9
"HP_0000720","mood swings",257
"HP_0100738","Abnormal eating behavior",12
"HP_0006978","Dysmyelinating leukodystrophy",10
"EFO_0003889","functional laterality",246
"HP_0003470","Paralysis",631
"HP_0009717","Cortical tubers",69
"HP_0030303","Hypoplastic anterior commissure",2
"HP_0012520","Perivascular spaces",98
"EFO_0002608","AIDS dementia",139
"HP_0001268","cognitive decline",876
"EFO_0007948","HIV-associated neurocognitive disorder",367
"HP_0011842","Abnormality of skeletal morphology",870
"HP_0005469","Flat occiput",2
"HP_0000236","Abnormality of the anterior fontanelle",8
"HP_0005465","Facial hyperostosis",0
"HP_0009816","Lower limb undergrowth",5
"HP_0005281","Hypoplastic nasal bridge",0
"HP_0000771","Gynecomastia",97
"EFO_0007053","myelosuppression",273
"HP_0001279","syncope",167
"HP_0002597","Abnormality of the vasculature",2627
"HP_0000978","Bruising susceptibility",2
"HP_0011105","Hypervolemia",40
"HP_0005180","Tricuspid regurgitation",108
"HP_0030956","Abnormality of cardiovascular system electrophysiology",703
"EFO_0004859","abdominal aortic artery calcification",0
"EFO_0007949","acute-on-chronic liver failure",151
"HP_0030895","Abnormal gastrointestinal motility",38
"EFO_1001852","Stomach Volvulus",0
"HP_0002573","rectal bleeding",119
"HP_0012438","Abnormal gallbladder physiology",2
"HP_0001319","Neonatal hypotonia",34
"HP_0009020","Exercise-induced muscle fatigue",5
"HP_0003326","Myalgia",378
"HP_0000465","Webbed neck",11
"HP_0000153","abnormality of the mouth",2350
"HP_0000218","High palate",41
"HP_0000171","Microglossia",6
"HP_0000319","Smooth philtrum",7
"HP_0002002","Deep philtrum",5
"EFO_0009869","xerostomia",149
"HP_0011107","Recurrent aphthous stomatitis",54
"HP_0000341","Narrow forehead",6
"HP_0000444","Convex nasal ridge",2
"HP_0000286","Epicanthus",28
"HP_0000483","Astigmatism",226
"HP_0031760","non-accommodative esotropia",10
"HP_0020046","accommodative esotropia",2
"HP_0011141","age-related cataract",320
"HP_0011142","age-related nuclear cataract",29
"HP_0007648","Punctate cataract",3
"HP_0030211","Slow pupillary light response",0
"HP_0000632","Lacrimation abnormality",0
"HP_0010539","Thin calvarium",0
"HP_0012207","Reduced sperm motility",111
"EFO_0009847","dizziness",225
"EFO_0005429","borderline personality disorder symptom",1
"HP_0030839","knee pain",229
"HP_0030766","ear pain",106
"EFO_0010072","toothache",55
"EFO_0005673","chronic mucus hypersecretion",7
"MONDO_0025371","Parvoviridae infectious disease",13
"EFO_0007313","HIV-associated nephropathy",80
"MONDO_0025481","zoonoses",48
"MONDO_0002282","West Nile fever",22
"EFO_0007545","West Nile encephalitis",22
"EFO_0007213","Colorado tick fever",4
"EFO_0007437","Phlebotomus fever",8
"EFO_0007447","Pneumocystis infectious disease",356
"EFO_0007310","histoplasmosis",262
"EFO_0007380","mucormycosis",34
"EFO_0007393","neuroaspergillosis",0
"EFO_1001888","eye infection",271
"EFO_0007144","amebiasis",105
"MONDO_0024275","amebic dysentery",2
"EFO_0007230","cyclosporiasis",2
"MONDO_0001444","Chagas disease",10
"EFO_0007246","echinostomiasis",0
"EFO_0007317","hymenolepiasis",5
"EFO_1001233","variant Creutzfeldt-Jakob disease",52
"MONDO_0041825","bacterial meningitis caused by gram-negative bacteria",0
"MONDO_0043885","eye infectious disease",329
"EFO_0000771","bacterial disease",5353
"EFO_0007203","cervicofacial actinomycosis",0
"MONDO_0023149","infection due to clostridium perfringens",82
"EFO_0007286","glanders",5
"EFO_1001162","rickettsiosis",243
"EFO_0001078","Pseudomonas aeruginosa PA14 infection",0
"EFO_1001313","Enterobacteriaceae Infections",3
"EFO_0008558","Vancomycin-Resistant Staphylococcus Aureus Infection",10
